StateCode,CountyName,ZipCode
MA,NORFOLK,02322
MA,PLYMOUTH,02324
MA,PLYMOUTH,02325
MA,PLYMOUTH,02327
MA,PLYMOUTH,02330
MA,PLYMOUTH,02331
MA,PLYMOUTH,02332
MA,PLYMOUTH,02333
MA,BRISTOL,02334
MA,PLYMOUTH,02337
MA,PLYMOUTH,02338
MA,PLYMOUTH,02339
MA,NORFOLK,02339
MA,PLYMOUTH,02340
MA,PLYMOUTH,02341
MA,NORFOLK,02343
MA,PLYMOUTH,02344
MA,PLYMOUTH,02345
MA,PLYMOUTH,02346
MA,PLYMOUTH,02347
MA,PLYMOUTH,02348
MA,PLYMOUTH,02349
MA,PLYMOUTH,02350
MA,PLYMOUTH,02351
MA,PLYMOUTH,02355
MA,BRISTOL,02356
MA,BRISTOL,02357
MA,PLYMOUTH,02358
MA,PLYMOUTH,02359
MA,PLYMOUTH,02360
MA,PLYMOUTH,02361
MA,PLYMOUTH,02362
MA,PLYMOUTH,02364
MA,PLYMOUTH,02366
MA,PLYMOUTH,02367
MA,NORFOLK,02368
MA,PLYMOUTH,02370
MA,BRISTOL,02375
MA,PLYMOUTH,02379
MA,PLYMOUTH,02381
MA,PLYMOUTH,02382
MA,MIDDLESEX,02420
MA,MIDDLESEX,02421
MA,NORFOLK,02445
MA,NORFOLK,02446
MA,NORFOLK,02447
MA,MIDDLESEX,02451
MA,MIDDLESEX,02452
MA,MIDDLESEX,02453
MA,MIDDLESEX,02454
MA,MIDDLESEX,02455
MA,MIDDLESEX,02456
MA,NORFOLK,02457
MA,MIDDLESEX,02458
MA,MIDDLESEX,02459
MA,MIDDLESEX,02460
MA,MIDDLESEX,02461
MA,MIDDLESEX,02462
MA,MIDDLESEX,02464
MA,MIDDLESEX,02465
MA,MIDDLESEX,02466
MA,MIDDLESEX,02467
MA,NORFOLK,02467
MA,SUFFOLK,02467
MA,MIDDLESEX,02468
MA,MIDDLESEX,02471
MA,MIDDLESEX,02472
MA,MIDDLESEX,02474
MA,MIDDLESEX,02475
MA,MIDDLESEX,02476
MA,MIDDLESEX,02477
MA,MIDDLESEX,02478
MA,MIDDLESEX,02479
MA,NORFOLK,02481
MA,NORFOLK,02482
MA,NORFOLK,02492
MA,MIDDLESEX,02493
MA,NORFOLK,02494
MA,MIDDLESEX,02495
MA,BARNSTABLE,02532
MA,PLYMOUTH,02532
MA,BARNSTABLE,02534
MA,DUKES,02535
MA,BARNSTABLE,02536
MA,BARNSTABLE,02537
MA,PLYMOUTH,02538
MA,DUKES,02539
MA,BARNSTABLE,02540
MA,BARNSTABLE,02541
MA,BARNSTABLE,02542
MA,BARNSTABLE,02543
MA,DUKES,02552
MA,BARNSTABLE,02553
MA,PLYMOUTH,02554
MA,NANTUCKET,02554
MA,BARNSTABLE,02556
MA,DUKES,02557
MA,PLYMOUTH,02558
MA,BARNSTABLE,02559
MA,BARNSTABLE,02561
MA,PLYMOUTH,02562
MA,BARNSTABLE,02562
MA,BARNSTABLE,02563
MA,NANTUCKET,02564
MA,DUKES,02568
MA,PLYMOUTH,02571
MA,BARNSTABLE,02574
MA,DUKES,02575
MA,PLYMOUTH,02576
MA,NANTUCKET,02584
MA,BARNSTABLE,02601
MA,BARNSTABLE,02630
MA,BARNSTABLE,02631
MA,BARNSTABLE,02632
MA,BARNSTABLE,02633
MA,BARNSTABLE,02634
MA,BARNSTABLE,02635
MA,BARNSTABLE,02637
MA,BARNSTABLE,02638
MA,BARNSTABLE,02639
MA,BARNSTABLE,02641
MA,BARNSTABLE,02642
MA,BARNSTABLE,02643
MA,BARNSTABLE,02644
MA,BARNSTABLE,02645
MA,BARNSTABLE,02646
MA,BARNSTABLE,02647
MA,BARNSTABLE,02648
MA,BARNSTABLE,02649
MA,BARNSTABLE,02650
MA,BARNSTABLE,02651
MA,BARNSTABLE,02652
MA,BARNSTABLE,02653
MA,BARNSTABLE,02655
MA,BARNSTABLE,02657
MA,BARNSTABLE,02659
MA,BARNSTABLE,02660
MA,BARNSTABLE,02661
MA,BARNSTABLE,02662
MA,BARNSTABLE,02663
MA,BARNSTABLE,02664
MA,BARNSTABLE,02666
MA,BARNSTABLE,02667
MA,BARNSTABLE,02668
MA,BARNSTABLE,02669
MA,BARNSTABLE,02670
MA,BARNSTABLE,02671
MA,BARNSTABLE,02672
MA,BARNSTABLE,02673
MA,BARNSTABLE,02675
MA,BRISTOL,02702
MA,BRISTOL,02703
MA,BRISTOL,02712
MA,DUKES,02713
MA,BRISTOL,02714
MA,BRISTOL,02715
MA,BRISTOL,02717
MA,BRISTOL,02718
MA,BRISTOL,02719
MA,BRISTOL,02720
MA,BRISTOL,02721
MA,BRISTOL,02722
MA,BRISTOL,02723
MA,BRISTOL,02724
MA,BRISTOL,02725
MA,BRISTOL,02726
MA,PLYMOUTH,02738
MA,PLYMOUTH,02739
MA,BRISTOL,02740
MA,BRISTOL,02741
MA,BRISTOL,02742
MA,BRISTOL,02743
MA,BRISTOL,02744
MA,BRISTOL,02745
MA,BRISTOL,02746
MA,BRISTOL,02747
MA,BRISTOL,02748
MA,BRISTOL,02760
MA,BRISTOL,02761
MA,BRISTOL,02762
MA,NORFOLK,02762
MA,BRISTOL,02763
MA,BRISTOL,02764
MA,BRISTOL,02766
MA,BRISTOL,02767
MA,BRISTOL,02768
MA,BRISTOL,02769
MA,PLYMOUTH,02770
MA,BRISTOL,02771
MA,BRISTOL,02777
MA,BRISTOL,02779
MA,BRISTOL,02780
MA,BRISTOL,02783
MA,BRISTOL,02790
MA,BRISTOL,02791
RI,NEWPORT,02801
RI,PROVIDENCE,02802
RI,WASHINGTON,02804
RI,BRISTOL,02806
RI,WASHINGTON,02807
RI,WASHINGTON,02808
RI,BRISTOL,02809
RI,WASHINGTON,02812
RI,WASHINGTON,02813
RI,PROVIDENCE,02814
RI,PROVIDENCE,02815
RI,KENT,02816
RI,KENT,02817
RI,KENT,02818
RI,WASHINGTON,02822
RI,PROVIDENCE,02823
RI,PROVIDENCE,02824
RI,PROVIDENCE,02825
RI,PROVIDENCE,02826
RI,KENT,02827
RI,PROVIDENCE,02828
RI,PROVIDENCE,02829
RI,PROVIDENCE,02830
RI,PROVIDENCE,02831
RI,WASHINGTON,02832
RI,WASHINGTON,02833
RI,NEWPORT,02835
RI,WASHINGTON,02836
RI,NEWPORT,02837
RI,PROVIDENCE,02838
RI,PROVIDENCE,02839
RI,NEWPORT,02840
RI,NEWPORT,02841
RI,NEWPORT,02842
RI,WASHINGTON,02852
RI,PROVIDENCE,02857
RI,PROVIDENCE,02858
RI,PROVIDENCE,02859
RI,PROVIDENCE,02860
RI,PROVIDENCE,02861
RI,PROVIDENCE,02862
RI,PROVIDENCE,02863
RI,PROVIDENCE,02864
RI,PROVIDENCE,02865
RI,NEWPORT,02871
RI,BRISTOL,02872
RI,WASHINGTON,02873
RI,WASHINGTON,02874
RI,WASHINGTON,02875
RI,PROVIDENCE,02876
RI,WASHINGTON,02877
RI,NEWPORT,02878
RI,WASHINGTON,02879
RI,WASHINGTON,02880
RI,WASHINGTON,02881
RI,WASHINGTON,02882
RI,WASHINGTON,02883
RI,BRISTOL,02885
RI,KENT,02886
RI,KENT,02887
RI,KENT,02888
RI,KENT,02889
RI,WASHINGTON,02891
RI,WASHINGTON,02892
RI,KENT,02893
RI,WASHINGTON,02894
RI,PROVIDENCE,02895
RI,PROVIDENCE,02896
RI,WASHINGTON,02898
RI,PROVIDENCE,02901
RI,PROVIDENCE,02902
RI,PROVIDENCE,02903
RI,PROVIDENCE,02904
RI,PROVIDENCE,02905
RI,PROVIDENCE,02906
RI,PROVIDENCE,02907
RI,PROVIDENCE,02908
RI,PROVIDENCE,02909
RI,PROVIDENCE,02910
RI,PROVIDENCE,02911
RI,PROVIDENCE,02912
RI,PROVIDENCE,02914
RI,PROVIDENCE,02915
RI,PROVIDENCE,02916
RI,PROVIDENCE,02917
RI,PROVIDENCE,02918
RI,PROVIDENCE,02919
RI,PROVIDENCE,02920
RI,PROVIDENCE,02921
RI,PROVIDENCE,02940
NH,HILLSBOROUGH,03031
NH,ROCKINGHAM,03032
NH,HILLSBOROUGH,03033
NH,ROCKINGHAM,03034
NH,ROCKINGHAM,03036
NH,ROCKINGHAM,03037
NH,ROCKINGHAM,03038
NH,ROCKINGHAM,03040
NH,ROCKINGHAM,03041
NH,ROCKINGHAM,03042
NH,HILLSBOROUGH,03043
NH,ROCKINGHAM,03044
